Date,Device Type,Time Spent (minutes),Product,Conversion Rate,Cart Abandonment Rate,Average Order Value,Customer Lifetime Value,Sales
22-06-2023,Desktop,49.81846275,Lenovo,0.035289036,0.303007275,83.29070416,414.2343203,347.5449221
12-07-2023,Tablet,10.45809083,Toshiba,0.421053747,0.467134753,173.7525979,97.4822517,503.6955846
13-06-2023,Desktop,49.59288785,Sony,0.250532052,0.038228328,28.34595226,137.6579462,800.5399526
18-01-2023,Tablet,20.03847538,Sony,0.497961721,0.35529019,79.99516285,333.7061974,938.9178246
16-05-2023,Mobile,22.41336375,Lenovo,0.086121856,0.389481657,154.962535,71.49856239,413.8779937
10-01-2023,Tablet,57.78387588,Microsoft,0.050043043,0.138888558,85.11280855,158.3936964,705.8036052
28-11-2022,Mobile,40.53167094,Apple,0.389552659,0.498884633,92.17034989,229.9693474,482.2070503
17-06-2023,Tablet,35.19974499,Toshiba,0.073601764,0.024013861,197.9595049,404.0080819,225.3719514
15-08-2023,Mobile,59.36831038,Samsung,0.43305763,0.278386542,40.56569813,424.4820356,839.8736529
15-08-2023,Desktop,56.82269242,Dell,0.354340324,0.169427372,34.94384336,329.682146,888.4178435
11-12-2022,Tablet,44.88379976,Samsung,0.18053768,0.311359954,159.129418,248.7682514,371.0147188
26-11-2022,Tablet,30.90121888,Samsung,0.175918797,0.200621488,123.4616502,303.205101,617.5487434
22-05-2023,Tablet,8.830835244,Dell,0.033253144,0.054566126,70.13139383,89.81916524,759.4327706
26-11-2022,Desktop,34.18744243,Toshiba,0.128254416,0.123515775,81.21918654,85.49764218,659.3281426
30-12-2022,Desktop,1.278690635,Samsung,0.435894766,0.401654266,138.0311181,303.5615572,881.3204428
24-01-2023,Desktop,51.29133578,Apple,0.385385439,0.160918865,84.69694422,319.2605391,544.4834249
10-04-2023,Desktop,55.14075212,Samsung,0.357389845,0.163620065,139.0623932,178.1244189,545.9210244
19-10-2022,Tablet,4.194975004,Microsoft,0.150853808,0.270130353,140.7146618,307.8183177,477.4903276
21-08-2023,Desktop,50.54329265,HP,0.216425228,0.406621077,31.26492469,146.5612432,749.6067177
01-01-2023,Desktop,11.73040844,HP,0.126213206,0.237105674,104.7614928,292.6421636,272.1782394
30-08-2023,Tablet,5.789018747,Dell,0.263340567,0.317323045,127.2248687,389.8986993,218.0195956
27-01-2023,Tablet,26.96949666,Samsung,0.482728519,0.483438041,105.7307342,352.6683347,840.1090478
20-03-2023,Mobile,23.39679144,HP,0.368794697,0.040285741,26.58346973,101.6537752,330.0990583
24-09-2022,Mobile,46.10491093,Microsoft,0.364788324,0.15629713,134.1460579,473.0810741,349.2780692
01-11-2022,Tablet,15.67761602,Microsoft,0.198823777,0.149014104,71.87382069,265.8370949,308.3497747
10-07-2023,Desktop,39.10755474,Microsoft,0.211312541,0.326202471,78.11167514,275.0169098,864.7024109
24-02-2023,Tablet,10.03714968,Microsoft,0.222213483,0.262551782,194.6509671,149.3427252,712.951938
11-01-2023,Mobile,13.45900032,HP,0.059093303,0.04212459,56.75505239,330.8075126,376.234125
27-11-2022,Desktop,54.92671349,Acer,0.162506241,0.458267457,185.9273095,263.8988141,196.3268949
28-04-2023,Tablet,11.39683087,Samsung,0.014437854,0.348848249,44.35867237,199.608432,878.8091105
18-03-2023,Desktop,43.39537222,Acer,0.417288737,0.3211355,147.945412,432.3701135,973.5031569
02-01-2023,Mobile,24.22340722,Dell,0.292699745,0.198811218,177.879573,234.2450427,245.8619163
26-02-2023,Desktop,17.59328521,Lenovo,0.464677081,0.023641807,149.078947,416.219273,182.521575
17-02-2023,Tablet,43.42204407,Asus,0.240646566,0.039070973,135.775934,195.0292102,139.0403511
21-07-2023,Mobile,6.848541386,Dell,0.270739932,0.385225774,106.7092072,250.5652727,106.8335148
21-04-2023,Mobile,21.2716719,Acer,0.357485787,0.362577102,138.8473085,194.6207557,916.198527
08-10-2022,Mobile,49.93461777,Asus,0.188630134,0.044148919,37.04119554,62.6358689,144.5864249
24-03-2023,Mobile,47.12617918,Asus,0.123603591,0.087994531,73.7632552,182.2130893,387.180493
16-01-2023,Tablet,32.97199166,Toshiba,0.329429638,0.442513861,43.85135214,437.6634241,271.2694088
14-10-2022,Tablet,27.09422912,Dell,0.059485147,0.396077737,135.7658426,432.8628435,534.1873106
27-08-2023,Mobile,53.05940426,Microsoft,0.079583151,0.420922385,175.7408868,357.9071662,465.8775952
20-10-2022,Mobile,4.117516419,Microsoft,0.023238338,0.254973999,184.861757,127.0183689,385.252911
25-11-2022,Tablet,28.78694831,Asus,0.115166464,0.497090658,117.6406163,440.6468633,647.690928
22-08-2023,Tablet,23.67541394,Acer,0.397488157,0.29442138,167.9023142,453.0005763,905.2782907
07-09-2023,Mobile,51.11043388,Asus,0.123522598,0.12954288,192.1981586,249.2176305,710.9567783
05-12-2022,Tablet,31.41844106,Acer,0.491328196,0.290193002,187.5489006,247.1136689,450.1013986
08-06-2023,Tablet,17.53271449,Sony,0.15828679,0.057554732,49.02227808,441.220203,489.8655179
20-03-2023,Mobile,29.00057613,HP,0.372009976,0.23800038,126.9607251,89.87117384,714.571076
13-12-2022,Desktop,30.42537508,Asus,0.41842034,0.322790351,198.4086148,418.5101971,801.5659473
28-06-2023,Mobile,5.595196131,Dell,0.038034823,0.129292635,166.7164178,261.5763354,411.3453994
10-01-2023,Mobile,52.59071197,Lenovo,0.153694142,0.155115639,149.3157548,94.01505037,828.4203047
24-02-2023,Tablet,58.78233917,Lenovo,0.107283147,0.446247076,142.1686266,60.64287548,825.8702086
20-05-2023,Mobile,43.07691463,Asus,0.498469445,0.28803576,89.54649499,263.3342895,324.3060793
08-12-2022,Mobile,21.60124876,Acer,0.230020831,0.074464985,97.39814323,57.70170123,814.5368727
18-08-2023,Desktop,57.13143206,Apple,0.475910204,0.055327923,144.3414252,262.4268182,164.713578
29-10-2022,Mobile,31.32593163,Toshiba,0.302178852,0.224674279,95.30643578,336.3229829,232.034118
30-12-2022,Desktop,58.31630102,Samsung,0.497171893,0.309283902,117.8352825,405.3438208,277.33273
08-09-2023,Tablet,26.90950938,Asus,0.176672806,0.351908363,66.82477729,167.1985518,533.8050211
17-05-2023,Tablet,33.32377468,Apple,0.189087789,0.014382687,112.5837967,453.5967888,240.7089778
15-04-2023,Desktop,7.430441448,Dell,0.151882541,0.373213212,142.3405274,252.9753416,724.0451862
10-07-2023,Desktop,24.31207315,Lenovo,0.251486342,0.175132599,155.8138381,197.9269399,191.5440705
25-11-2022,Desktop,49.61508322,Samsung,0.08752215,0.149674005,169.1290865,248.8290943,127.1626274
25-05-2023,Tablet,7.099208871,Microsoft,0.238944196,0.066619632,159.7791604,389.0991959,705.8275534
12-09-2023,Tablet,48.39089701,Microsoft,0.181192063,0.168521721,81.36605912,346.8086941,383.2728278
02-08-2023,Mobile,45.17360653,Sony,0.269768,0.446446068,168.3560577,252.2356994,495.3818982
29-03-2023,Desktop,36.05265798,Asus,0.066733484,0.115761281,159.6394927,451.7257358,497.3421484
21-10-2022,Tablet,40.85899546,Microsoft,0.247071882,0.226672378,101.9323304,185.1019277,107.1122577
16-03-2023,Tablet,59.39728543,Toshiba,0.171926267,0.180751076,82.63351341,220.9666511,360.0935882
06-06-2023,Mobile,38.60302587,Apple,0.339497354,0.270013359,60.24229094,54.29671782,290.2830149
05-02-2023,Desktop,33.80129041,Lenovo,0.300530114,0.466166737,55.36464112,408.3115884,502.8828672
28-03-2023,Tablet,3.475654745,Lenovo,0.320531627,0.204809261,100.9352601,267.1576957,575.6503946
29-12-2022,Mobile,35.63363318,Acer,0.493710504,0.486950943,40.26247768,163.9862556,266.8129574
19-06-2023,Desktop,3.045039623,Sony,0.049280365,0.189092938,82.51320649,111.1079264,160.2806758
18-09-2023,Tablet,51.19613355,Sony,0.300357568,0.313369323,91.06892048,261.0676287,961.6383563
15-09-2023,Mobile,16.49152733,Acer,0.434514133,0.029245661,121.3616447,447.9233176,133.7881979
06-03-2023,Desktop,41.64368592,Apple,0.459088018,0.053520997,135.7849233,133.7231311,615.8006461
19-04-2023,Desktop,10.08967708,Acer,0.459496112,0.400123148,145.1371942,451.2859189,259.5974874
26-06-2023,Desktop,41.04397107,Acer,0.418560089,0.492471133,47.04430783,171.2035111,661.3894033
07-11-2022,Mobile,27.16535664,Dell,0.227073898,0.067369069,162.9218652,433.9536222,997.2195697
31-10-2022,Desktop,53.16422643,HP,0.142141616,0.301243231,38.99719188,365.3937464,462.9199294
05-05-2023,Desktop,17.69174626,Acer,0.457182003,0.458679458,118.1110786,123.682033,316.1460314
17-09-2023,Tablet,24.57432088,Samsung,0.428979795,0.316281598,155.669683,280.2450226,480.5990152
06-06-2023,Mobile,38.25941607,Toshiba,0.076237463,0.151622652,160.4147581,192.7359868,533.6168346
11-03-2023,Mobile,5.391608687,Sony,0.249141671,0.391691806,169.292327,189.9904401,823.8528995
04-10-2022,Desktop,9.15615268,Dell,0.469184084,0.442727138,22.66470355,112.0933785,967.353518
08-02-2023,Mobile,48.61745736,Acer,0.150209806,0.482058834,141.0810706,305.9483421,487.6945168
26-09-2022,Tablet,55.16816939,Samsung,0.253137257,0.173981197,106.8955106,200.2445709,149.2002995
17-07-2023,Mobile,2.189426379,Samsung,0.037479851,0.165418021,124.401682,262.8760033,943.1596292
28-07-2023,Desktop,34.44772502,Sony,0.078491198,0.375531122,35.11086229,173.3292251,438.0906609
05-12-2022,Mobile,17.81419704,Apple,0.256894587,0.293478545,23.19179474,497.6621544,213.6654033
28-10-2022,Tablet,7.183688026,Dell,0.197287208,0.322163053,159.7090151,67.62498533,773.0819807
17-10-2022,Tablet,50.28387834,Samsung,0.433135261,0.29370591,44.33624768,247.2355418,309.9028069
06-09-2023,Mobile,26.01482634,Dell,0.487601308,0.434374381,131.3710816,340.4749001,298.1919505
20-05-2023,Desktop,3.424610124,Sony,0.3718467,0.294526713,185.9820668,257.2950116,667.0351959
30-07-2023,Desktop,51.61840146,Dell,0.11657976,0.450081485,144.8985334,192.7542789,216.1188936
09-01-2023,Desktop,15.76875817,Sony,0.463284609,0.301852618,192.6785671,335.0868453,583.4113762
11-10-2022,Mobile,20.76911165,Acer,0.141559851,0.432702491,84.2876116,306.3154115,607.2549807
16-08-2023,Tablet,20.98050341,Lenovo,0.398597689,0.404950588,62.50284943,381.1255741,285.1393021
18-11-2022,Mobile,38.92997497,HP,0.065405969,0.468318112,109.8906637,232.796277,530.79019
05-04-2023,Mobile,26.01462112,Lenovo,0.450065301,0.387087147,179.5181454,456.3324235,390.8589635
06-11-2022,Desktop,32.97303381,Samsung,0.131153111,0.223145471,173.3496536,126.3150939,756.3133922
01-03-2023,Mobile,37.17707111,Microsoft,0.346941212,0.30136997,93.98103496,451.6695112,724.4258174
05-12-2022,Desktop,7.916535062,Acer,0.3436245,0.154717651,96.24607456,90.74404829,646.4639748
27-10-2022,Tablet,26.5926004,Asus,0.0728458,0.401224648,25.91371036,488.7850684,271.7092859
12-11-2022,Mobile,48.73646264,Dell,0.040120766,0.482783478,101.9665956,194.2509177,599.7410899
24-07-2023,Desktop,11.77833928,Samsung,0.492676238,0.015117746,45.50924796,270.3769115,409.6323337
04-05-2023,Tablet,16.94728941,Lenovo,0.241833278,0.036554877,70.64886651,167.9082678,945.5087541
23-10-2022,Mobile,35.31669621,Toshiba,0.143316147,0.049048729,56.61621606,138.1378983,966.2290044
03-05-2023,Mobile,17.59097768,Dell,0.255812852,0.403127855,196.675869,364.4992635,865.3826688
13-11-2022,Desktop,27.2188118,Asus,0.216751637,0.017500469,170.184402,153.6773058,510.3708418
19-02-2023,Desktop,10.3705593,Asus,0.221861273,0.173845338,85.56406339,240.166825,429.4392096
13-02-2023,Tablet,53.09150741,Microsoft,0.257608545,0.465121432,137.8889904,441.3570206,547.0456803
06-01-2023,Desktop,9.454955177,Acer,0.437962168,0.150027046,52.230798,391.8005628,764.0261701
14-03-2023,Mobile,48.0819089,Sony,0.266993297,0.203473869,197.1115783,493.9799251,769.7983156
03-03-2023,Tablet,18.61350095,Sony,0.063047988,0.149086558,167.6555437,117.8420493,608.9460487
26-11-2022,Mobile,43.52719341,Sony,0.241051578,0.421249017,119.3549828,314.0454923,493.7904403
15-11-2022,Mobile,41.39690522,Acer,0.246709885,0.075322878,34.93344657,389.94097,469.232307
11-09-2023,Mobile,18.26825363,Samsung,0.113302678,0.388955676,23.20391182,387.626659,675.4660823
14-11-2022,Tablet,40.02025248,Microsoft,0.321033518,0.37407616,125.8926435,241.3099228,319.6029297
15-09-2023,Tablet,29.78047299,Microsoft,0.340730406,0.019433969,60.06931797,124.9795767,608.8547444
31-10-2022,Tablet,51.5838805,Acer,0.087557179,0.079210871,128.8721864,433.3463595,279.7045405
15-10-2022,Mobile,56.82099152,Lenovo,0.129394948,0.446745474,67.83537318,400.9158507,402.1013295
21-05-2023,Mobile,29.93808676,Microsoft,0.289097317,0.362574202,27.91221526,75.84037849,853.7693654
08-12-2022,Desktop,49.84123921,Lenovo,0.12119066,0.131817767,44.07735272,454.7750529,814.2645795
26-02-2023,Desktop,58.49218302,Acer,0.363934731,0.227346209,137.9844544,422.615521,345.8881642
29-05-2023,Mobile,40.83119417,HP,0.208448952,0.119959004,170.3008322,279.3687072,531.7788102
25-10-2022,Desktop,21.26950563,Acer,0.10602547,0.074611198,63.81064566,202.0816042,524.2433889
04-11-2022,Desktop,57.18559801,Dell,0.403547133,0.030027989,101.9443067,469.1404234,832.8868988
05-12-2022,Desktop,49.25873462,Toshiba,0.21561195,0.342543127,187.9171308,187.5692762,130.1578168
10-05-2023,Desktop,37.92520438,Asus,0.060861152,0.163383176,28.31810057,347.9946904,721.4974863
02-12-2022,Desktop,18.60235603,Samsung,0.087056045,0.433477063,58.7294305,236.1966111,328.5410857
21-03-2023,Desktop,30.46786628,Dell,0.485512635,0.190170255,100.3217317,68.2189813,929.0176238
09-08-2023,Desktop,49.32071846,Toshiba,0.122611129,0.449528097,59.90426359,476.3081045,288.8411365
08-11-2022,Mobile,15.63073856,Dell,0.295736235,0.052556349,196.7916912,272.5468648,937.4360637
19-08-2023,Mobile,44.99979759,Lenovo,0.478552531,0.205316084,163.200093,426.6004715,158.3665845
11-06-2023,Desktop,51.56910615,Asus,0.419163092,0.156706358,194.3893641,141.563168,361.4498901
12-03-2023,Mobile,5.414098658,Dell,0.205632983,0.11124986,129.3451147,242.2230757,915.5407863
08-12-2022,Mobile,3.425502688,Dell,0.185867199,0.264288944,43.89845651,450.7625432,705.6886699
23-02-2023,Tablet,47.23883901,Dell,0.194751167,0.26374965,138.72283,428.1989187,300.9287027
22-12-2022,Mobile,38.5088387,Dell,0.269737711,0.497704296,94.24894159,274.6029547,721.4119653
06-02-2023,Mobile,13.16145621,Toshiba,0.144777785,0.102987464,157.9072217,288.0762261,619.8199579
15-02-2023,Mobile,53.70333371,Samsung,0.138499389,0.308735688,33.53387799,205.6174836,618.1690116
25-09-2022,Tablet,2.445616767,Toshiba,0.432290107,0.3638076,101.0868712,389.5663757,802.230217
01-05-2023,Mobile,2.250623529,HP,0.19848588,0.288233077,194.6814946,353.7659009,686.4629551
29-12-2022,Mobile,20.57636346,Dell,0.266031924,0.123730515,54.81782497,305.8395363,357.7890458
21-11-2022,Tablet,5.412638948,HP,0.048938827,0.243031372,26.28932861,274.9376083,886.7992904
02-08-2023,Mobile,47.65895431,Sony,0.013478273,0.330259684,197.0863762,224.3718323,350.1809167
09-03-2023,Mobile,16.67668352,Sony,0.054990556,0.160253186,33.11701086,255.5107351,778.7242898
22-09-2023,Desktop,15.4911341,Toshiba,0.092510145,0.226435408,60.40691847,149.8040646,979.4873516
27-03-2023,Tablet,24.31013116,Lenovo,0.176259225,0.429397142,144.0459036,187.1594641,358.1517598
14-06-2023,Desktop,29.99340222,Toshiba,0.306135688,0.071909887,65.11676612,421.7136471,387.9755094
11-02-2023,Tablet,59.83947702,Apple,0.033179453,0.351374457,24.77407638,123.028506,433.4252489
19-02-2023,Tablet,10.58559286,HP,0.152193488,0.161384736,25.99206565,237.0040574,175.8752274
02-04-2023,Tablet,36.89834531,Sony,0.250310347,0.314905538,23.97132023,420.6596174,105.1981758
12-09-2023,Mobile,23.70650278,HP,0.110530357,0.273194999,191.8698783,260.2935746,692.5223387
03-02-2023,Desktop,13.22087418,Toshiba,0.160465161,0.329074919,124.6281589,218.2703184,895.7656825
25-12-2022,Mobile,55.42081853,Toshiba,0.148991424,0.048600025,44.53791625,103.3291093,484.2987538
19-05-2023,Mobile,31.88464043,Microsoft,0.150285626,0.31900889,99.96323971,283.3416413,730.3456577
20-03-2023,Mobile,36.10453515,Sony,0.206659416,0.37091708,62.68856515,461.1364598,612.1019939
22-03-2023,Mobile,44.05537594,Sony,0.327638151,0.466139516,28.05021349,313.6061108,207.7228824
16-12-2022,Tablet,57.67748537,HP,0.455778385,0.338265888,174.5997127,363.2755412,770.2249924
10-08-2023,Desktop,57.57311888,Sony,0.209764005,0.282790442,148.4455142,276.9659993,594.1296082
23-09-2022,Mobile,20.96207024,Acer,0.111610176,0.037887364,180.5974008,316.4107376,704.066002
01-07-2023,Mobile,38.26646813,HP,0.177915407,0.374773262,86.87843601,267.7201276,769.472808
01-03-2023,Tablet,33.8118498,Acer,0.39801502,0.341890113,77.26096613,487.0831155,842.3137219
01-11-2022,Desktop,39.70046494,Lenovo,0.065276758,0.303015438,165.9563418,427.4332355,362.6119288
29-11-2022,Desktop,22.86498824,Acer,0.412358674,0.241034455,163.4466664,408.4764068,108.7824209
02-08-2023,Mobile,58.53885062,Microsoft,0.027224253,0.470294671,43.73160688,209.8842174,807.8237917
28-01-2023,Desktop,1.439849732,Samsung,0.30787616,0.185988892,164.8717259,390.8509652,339.6324861
22-12-2022,Tablet,40.51726697,Dell,0.116978611,0.382258376,137.3368279,306.5809182,350.7245024
27-09-2022,Desktop,7.430854607,Samsung,0.460676488,0.453500664,150.0842553,76.17934157,921.5460747
27-03-2023,Mobile,4.692300127,Microsoft,0.406760248,0.010226165,170.7112395,302.6559317,551.8796105
09-10-2022,Desktop,30.19392465,Microsoft,0.229484068,0.175689727,166.0492318,138.573554,562.845441
01-07-2023,Mobile,23.09012139,Toshiba,0.338662075,0.291159256,126.8474977,446.9147531,248.5787727
14-08-2023,Desktop,56.19163663,Apple,0.051203458,0.359695693,38.15583683,56.27864137,546.9756189
15-08-2023,Mobile,27.19845693,Toshiba,0.150101553,0.09638462,23.35856312,134.0472087,741.2943545
24-08-2023,Mobile,15.24599617,Asus,0.393299723,0.050462413,179.6155356,205.6360344,142.7602015
01-09-2023,Mobile,12.26246009,Microsoft,0.456835867,0.027882288,129.4796524,423.6275695,521.5402501
31-12-2022,Tablet,17.50217209,Toshiba,0.287181238,0.484694065,102.4819486,378.9146148,819.2867897
03-02-2023,Desktop,16.6605984,Sony,0.075822147,0.098108977,86.09557689,483.8621228,637.6749846
04-06-2023,Tablet,57.68507101,HP,0.051586567,0.257313324,111.7042771,129.2485283,619.1525411
22-08-2023,Mobile,34.86945518,Samsung,0.11124025,0.421668566,60.64922828,395.4461221,359.102736
14-04-2023,Tablet,45.3333529,Asus,0.044889795,0.398385409,51.50815244,68.75689443,398.4825173
05-03-2023,Mobile,23.98337023,Microsoft,0.290430218,0.298227299,148.5108142,181.9469519,394.4788848
03-09-2023,Tablet,25.32114829,Microsoft,0.053616197,0.011900645,142.2691025,99.9047752,508.3026195
29-11-2022,Desktop,41.25255332,HP,0.329064476,0.185804598,95.14040098,281.9127884,835.6111211
18-11-2022,Tablet,27.44760679,Asus,0.492911873,0.288743731,62.25063547,388.1923752,946.3146606
09-02-2023,Tablet,1.153308102,Sony,0.184569975,0.023411862,80.72804167,391.3840687,472.4332216
09-08-2023,Desktop,53.31309105,Asus,0.401058777,0.032513378,77.31356784,155.7877817,124.7768272
24-02-2023,Mobile,1.059912738,Dell,0.438468376,0.152187626,188.2299729,130.5804113,903.2156258
13-10-2022,Tablet,12.86518823,Asus,0.07885851,0.259214775,194.113837,51.11162954,645.8965515
11-03-2023,Tablet,59.58300423,Sony,0.101864263,0.468643818,144.6327227,95.03933674,447.5852245
25-02-2023,Desktop,38.91032871,Sony,0.492554823,0.409554396,192.3755827,458.4004616,950.27846
08-04-2023,Tablet,56.84789073,Acer,0.318203705,0.135718918,158.2636311,455.317859,187.7637188
16-09-2023,Tablet,32.01074396,Toshiba,0.39748622,0.145570311,81.05552429,177.7627305,188.4078762
06-11-2022,Mobile,23.21183324,Apple,0.417444272,0.08310599,81.20342066,128.7184202,895.6182481
23-03-2023,Tablet,50.17517039,Sony,0.423416113,0.11610878,43.18494451,102.1139536,799.9758313
17-12-2022,Desktop,18.69230894,Apple,0.30306146,0.334872911,170.307517,210.4512142,741.4104466
19-12-2022,Mobile,24.47716462,Toshiba,0.439977791,0.195459748,91.3128378,474.3748922,528.5109829
10-10-2022,Mobile,10.64106592,Toshiba,0.369912914,0.206396811,94.39987178,147.8942414,677.8356406
08-01-2023,Mobile,4.12882523,HP,0.407096742,0.030785986,30.20303695,154.3871999,650.189376
07-02-2023,Tablet,58.68468135,HP,0.476554503,0.260763271,158.7249295,407.169854,731.1864156
29-09-2022,Mobile,17.91552725,Toshiba,0.204357718,0.327209399,172.865267,104.1376888,122.5887325
13-02-2023,Desktop,11.31079782,Microsoft,0.289601847,0.05358145,39.71245143,79.24174988,224.0102025
21-10-2022,Mobile,13.38760166,Asus,0.192414512,0.174848343,199.2072543,92.25625847,930.0655413
19-01-2023,Mobile,20.27705904,Samsung,0.011443741,0.015081417,120.5193909,438.8204542,589.5812612
21-04-2023,Mobile,30.77469653,Sony,0.071012039,0.289740178,102.8837285,207.5721351,216.0118521
21-04-2023,Desktop,35.19692277,Asus,0.392020293,0.068475041,131.9482367,432.3720017,428.7019299
03-11-2022,Desktop,19.96064708,HP,0.098131624,0.498024544,138.0863286,229.6897405,818.4820668
22-05-2023,Tablet,56.5021369,Asus,0.475265841,0.254658753,34.41133951,261.6029591,328.1194246
26-07-2023,Tablet,18.2476962,Microsoft,0.259413866,0.268453585,150.8398354,178.7167416,961.3052695
05-12-2022,Tablet,15.08416957,Asus,0.326680211,0.488128758,180.6687018,89.6322467,740.6000615
12-04-2023,Tablet,16.03057858,Lenovo,0.188146255,0.21161861,93.96839346,195.1292179,470.3101337
21-05-2023,Tablet,51.20228212,Sony,0.154173783,0.179369766,70.1490006,215.724312,138.6132554
22-06-2023,Desktop,54.71841801,Lenovo,0.259894908,0.087271583,108.9841661,253.3440192,957.313972
26-02-2023,Desktop,50.88632105,Toshiba,0.403424481,0.271481972,129.8018242,91.41880445,849.914136
21-06-2023,Desktop,52.2791655,Microsoft,0.429947112,0.21635083,134.399963,276.8576547,115.7551782
25-01-2023,Mobile,26.08576237,Lenovo,0.3369881,0.337100287,43.21122698,157.775645,885.6638789
04-06-2023,Desktop,35.74733361,Sony,0.103959304,0.36541818,52.01576686,460.0244282,999.9489486
04-07-2023,Desktop,30.17947622,Asus,0.455773677,0.162545579,71.41801806,96.85664498,377.5669424
06-08-2023,Mobile,5.672935179,Samsung,0.361673462,0.02632656,164.4802012,197.6336657,331.9873172
28-03-2023,Mobile,29.3541509,Lenovo,0.018341111,0.381947281,77.69100759,331.4486402,127.3680762
